Country,2020/03/30 12:00:00,2020/04/06 17:24:01,2020/04/06 20:46:16,2020/04/07 15:34:17,2020/04/07 20:50:58,2020/04/08 08:52:04,2020/04/08 09:16:27,2020/04/08 10:08:06,2020/04/08 10:12:31,2020/04/09 13:57:23,2020/04/10 10:13:21,2020/04/10 16:03:43,2020/04/11 10:14:07,2020/04/12 10:14:59,2020/04/16 12:26:48,2020/04/17 10:18:45,2020/04/18 10:19:16,2020/04/19 10:20:04,2020/04/20 10:20:53,2020/04/21 10:21:13,2020/04/22 10:21:19,2020/04/23 10:21:37,2020/04/24 10:21:55,2020/04/25 10:22:32,2020/04/26 10:22:43,2020/04/27 10:23:05,2020/04/28 10:23:16,2020/04/29 10:23:43,2020/04/30 10:24:24,2020/05/01 10:24:46,2020/05/02 10:24:51,2020/05/03 10:24:55,2020/05/04 10:25:42,2020/05/05 10:25:33,2020/05/06 10:26:04,2020/05/07 10:26:50,2020/05/08 10:27:44,2020/05/09 10:28:06,2020/05/10 10:28:51,2020/05/11 10:29:44,2020/05/12 10:29:49,2020/05/13 10:30:19,2020/05/14 10:30:49,2020/05/15 10:30:52,2020/05/16 10:31:37,2020/05/17 10:32:03,2020/05/18 10:32:10,2020/05/19 10:33:05,2020/05/20 10:33:11,2020/05/21 10:33:38,2020/05/22 10:33:43,2020/05/23 10:34:25,2020/05/24 10:34:25,2020/05/25 10:34:32,2020/05/26 10:35:20,2020/05/27 10:36:03
USA,4559.0,18002.0,19247.0,19814.0,21316.0,21711.0,21711.0,21711.0,21711.0,22909.0,25928.0,26094.0,27314.0,30502.0,48708.0,57844.0,63510.0,68285.0,71012.0,72389.0,82973.0,84050.0,85922.0,110432.0,118162.0,118781.0,139162.0,142238.0,147411.0,155737.0,161563.0,173725.0,178594.0,188068.0,200669.0,213109.0,217251.0,223749.0,238080.0,256336.0,262225.0,296746.0,310259.0,318027.0,327751.0,339232.0,346389.0,356383.0,361227.0,370864.0,382244.0,403228.0,446927.0,451702.0,464670.0,479973.0
Italy,13030.0,21815.0,22837.0,22837.0,24392.0,24392.0,24392.0,24392.0,24392.0,26491.0,28470.0,28470.0,30455.0,32534.0,38092.0,40164.0,42727.0,44927.0,47055.0,48877.0,51600.0,54543.0,57576.0,60498.0,63120.0,64928.0,66624.0,68941.0,71252.0,75945.0,78249.0,79914.0,81654.0,82879.0,85231.0,93245.0,96276.0,99023.0,103031.0,105186.0,106587.0,109039.0,112541.0,115288.0,120205.0,122810.0,125176.0,127326.0,129401.0,132282.0,134560.0,136720.0,138840.0,140479.0,141981.0,144658.0
Spain,14709.0,40437.0,40437.0,43208.0,43208.0,43208.0,43208.0,48021.0,48021.0,52165.0,55668.0,55668.0,59109.0,62391.0,74797.0,74797.0,74797.0,77357.0,80587.0,82514.0,85915.0,89250.0,89250.0,92355.0,95708.0,117727.0,120832.0,123903.0,132929.0,137984.0,142450.0,146233.0,148558.0,151633.0,154718.0,159359.0,163919.0,168408.0,173157.0,176439.0,177846.0,180470.0,183227.0,186480.0,188967.0,195945.0,195945.0,196958.0,196958.0,196958.0,196958.0,196958.0,196958.0,196958.0,196958.0,196958.0
Germany,9211.0,28700.0,28700.0,36081.0,36081.0,36081.0,36081.0,36081.0,36081.0,46300.0,52407.0,52407.0,53913.0,57400.0,77000.0,81800.0,85400.0,88000.0,91500.0,95200.0,99400.0,103300.0,106800.0,109800.0,109800.0,114500.0,114500.0,120400.0,123500.0,126900.0,129000.0,130600.0,132700.0,135100.0,137400.0,139900.0,141700.0,143300.0,144400.0,145600.0,147200.0,148700.0,150300.0,151700.0,152600.0,153400.0,154600.0,155700.0,156900.0,158000.0,159000.0,159900.0,160300.0,161200.0,162000.0,162800.0
France,7202.0,16183.0,17250.0,17250.0,19337.0,19337.0,19337.0,19337.0,19337.0,21254.0,23206.0,23206.0,24932.0,26391.0,30955.0,32812.0,34420.0,35983.0,36578.0,37409.0,39181.0,40657.0,42088.0,43493.0,44594.0,44903.0,45513.0,46886.0,48228.0,49476.0,50212.0,50562.0,50784.0,51371.0,52736.0,53972.0,55027.0,55782.0,56038.0,56217.0,56724.0,57785.0,58673.0,59605.0,60448.0,61066.0,61213.0,61728.0,62563.0,63354.0,63858.0,64209.0,64547.0,64617.0,65199.0,65879.0
Iran,12391.0,24236.0,24236.0,27039.0,27039.0,27039.0,27039.0,27039.0,27039.0,32309.0,32309.0,35465.0,35465.0,41947.0,49933.0,52229.0,54064.0,55987.0,57023.0,59273.0,60965.0,63113.0,64843.0,66599.0,68193.0,69657.0,70933.0,72439.0,73791.0,75103.0,76318.0,77350.0,78422.0,80475.0,80475.0,81587.0,82744.0,83837.0,85064.0,87422.0,87422.0,88357.0,89428.0,90539.0,93147.0,93147.0,94464.0,95661.0,97173.0,98808.0,102276.0,102276.0,105801.0,107713.0,107713.0,111176.0
UK,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,344.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,1595.0,7298.0,8056.0,8056.0,8704.0,8704.0,8704.0,8704.0,8704.0,9900.0,10600.0,10600.0,11100.0,12100.0,15400.0,15900.0,16400.0,17100.0,17800.0,18600.0,19400.0,19900.0,20600.0,21000.0,21300.0,21800.0,22200.0,22600.0,22600.0,23400.0,23900.0,24200.0,24500.0,25200.0,25400.0,25700.0,25900.0,26100.0,26400.0,26600.0,26800.0,26800.0,27100.0,27100.0,27100.0,27400.0,27500.0,27600.0,27700.0,27800.0,27900.0,27900.0,28000.0,28100.0,28200.0,28200.0
Netherlands,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,1359.0,3986.0,3986.0,4157.0,4157.0,4157.0,4681.0,4681.0,4681.0,5164.0,5568.0,5568.0,5986.0,6463.0,7562.0,7961.0,8348.0,8757.0,8895.0,9002.0,9433.0,9800.0,10122.0,10417.0,10785.0,10878.0,10943.0,11283.0,11576.0,11892.0,12211.0,12309.0,12378.0,12441.0,12731.0,12980.0,13201.0,13411.0,13642.0,13697.0,13732.0,13937.0,14111.0,14301.0,14460.0,14630.0,14657.0,14687.0,14847.0,14988.0,15123.0,15155.0,15272.0,15297.0,15320.0,15465.0
S. Korea,5033.0,6598.0,6598.0,6694.0,6694.0,6776.0,6776.0,6776.0,6776.0,6973.0,7117.0,7117.0,7243.0,7368.0,7757.0,7829.0,7937.0,8042.0,8114.0,8213.0,8277.0,8411.0,8501.0,8635.0,8717.0,8764.0,8854.0,8922.0,9059.0,9072.0,9123.0,9183.0,9217.0,9283.0,9333.0,9419.0,9484.0,9568.0,9610.0,9632.0,9670.0,9695.0,9762.0,9821.0,9851.0,9888.0,9904.0,9938.0,10066.0,10135.0,10162.0,10194.0,10213.0,10226.0,10275.0,10295.0
Turkey,105.0,1042.0,1326.0,1326.0,1582.0,1582.0,1582.0,1582.0,1582.0,1846.0,2142.0,2142.0,2423.0,2965.0,5674.0,7089.0,8631.0,10453.0,11976.0,13430.0,14918.0,16477.0,18491.0,21737.0,25582.0,29140.0,33791.0,38809.0,44040.0,48886.0,53808.0,58259.0,63151.0,68166.0,73285.0,78202.0,82984.0,86396.0,89480.0,92691.0,95780.0,98889.0,101715.0,104030.0,106133.0,108137.0,109962.0,111577.0,112895.0,113987.0,114990.0,116111.0,117602.0,118694.0,120015.0,121507.0
Austria,479.0,3463.0,3463.0,4046.0,4046.0,4512.0,4512.0,4512.0,4512.0,5240.0,6064.0,6064.0,6604.0,6987.0,8098.0,8986.0,10214.0,10501.0,10631.0,10971.0,11328.0,11694.0,11872.0,12103.0,12282.0,12362.0,12580.0,12580.0,12907.0,13110.0,13110.0,13228.0,13228.0,13462.0,13639.0,13698.0,13836.0,13928.0,13991.0,13991.0,14148.0,14304.0,14405.0,14471.0,14524.0,14563.0,14614.0,14678.0,14882.0,14951.0,15005.0,15037.0,15063.0,15138.0,15182.0,15182.0
Canada,573.0,2942.0,3128.0,3616.0,3935.0,4028.0,4028.0,4028.0,4028.0,4653.0,5311.0,5311.0,6013.0,6428.0,8979.0,9729.0,10543.0,11207.0,11843.0,12586.0,13188.0,13986.0,14761.0,15469.0,16425.0,17321.0,18268.0,19190.0,20327.0,21423.0,22751.0,23801.0,24908.0,26017.0,26993.0,28171.0,28972.0,30406.0,31249.0,32096.0,32994.0,34042.0,35164.0,36091.0,36895.0,37819.0,38550.0,39228.0,40050.0,40776.0,41715.0,42594.0,43305.0,43985.0,44638.0,45339.0
Portugal,43.0,140.0,140.0,184.0,184.0,184.0,184.0,184.0,184.0,205.0,205.0,233.0,233.0,266.0,383.0,493.0,519.0,610.0,610.0,610.0,917.0,1143.0,1201.0,1228.0,1277.0,1329.0,1357.0,1389.0,1470.0,1519.0,1647.0,1671.0,1689.0,1712.0,1743.0,2076.0,2258.0,2422.0,2499.0,2549.0,2549.0,3013.0,3182.0,3198.0,3328.0,3822.0,4636.0,6430.0,6431.0,6452.0,6452.0,7590.0,7705.0,17549.0,17822.0,18096.0
Norway,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,7727.0,7727.0,7727.0,7727.0,7727.0
Brazil,6.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,173.0,173.0,173.0,173.0,173.0,14026.0,14026.0,14026.0,14026.0,22130.0,22991.0,24325.0,25318.0,26573.0,27655.0,29160.0,30152.0,31142.0,32544.0,34132.0,35935.0,38039.0,40937.0,42991.0,45815.0,48221.0,51370.0,55350.0,59297.0,61685.0,64957.0,67384.0,72597.0,78424.0,79479.0,84970.0,89672.0,94122.0,100459.0,106794.0,116683.0,125960.0,135430.0,142587.0,149911.0,153833.0,158593.0
Israel,132.0,585.0,585.0,683.0,770.0,801.0,801.0,801.0,801.0,864.0,1061.0,1061.0,1236.0,1388.0,2624.0,2967.0,3247.0,3564.0,3872.0,4353.0,4961.0,5334.0,5685.0,6159.0,6602.0,6796.0,7375.0,7929.0,8412.0,8758.0,9400.0,9634.0,9858.0,10223.0,10527.0,10737.0,11007.0,11313.0,11384.0,11548.0,11956.0,12173.0,12364.0,12587.0,12820.0,12884.0,13014.0,13299.0,13435.0,13617.0,13915.0,14085.0,14093.0,14203.0,14362.0,14486.0
Australia,226.0,2432.0,2432.0,2547.0,2547.0,2547.0,2547.0,2547.0,2547.0,2987.0,3141.0,3141.0,3265.0,3338.0,3747.0,3819.0,4163.0,4230.0,4258.0,4685.0,4920.0,5045.0,5136.0,5372.0,5539.0,5586.0,5626.0,5626.0,5715.0,5739.0,5789.0,5814.0,5849.0,5886.0,5975.0,6040.0,6079.0,6135.0,6141.0,6179.0,6213.0,6271.0,6297.0,6337.0,6353.0,6364.0,6392.0,6413.0,6442.0,6472.0,6479.0,6494.0,6508.0,6531.0,6552.0,6560.0
Sweden,16.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,381.0,381.0,381.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,4074.0,4074.0,4074.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0
Czechia,11.0,96.0,121.0,127.0,172.0,181.0,181.0,181.0,181.0,243.0,309.0,346.0,370.0,422.0,831.0,979.0,1183.0,1235.0,1311.0,1597.0,1800.0,2002.0,2186.0,2389.0,2471.0,2600.0,2842.0,2960.0,3120.0,3314.0,3378.0,3471.0,3592.0,3816.0,4017.0,4214.0,4372.0,4414.0,4448.0,4482.0,4738.0,4899.0,5058.0,5249.0,5381.0,5422.0,5468.0,5641.0,5731.0,5830.0,5932.0,6025.0,6044.0,6083.0,6182.0,6279.0
Ireland,5.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,77.0,77.0,77.0,77.0,77.0,77.0,9233.0,9233.0,9233.0,9233.0,9233.0,9233.0,9233.0,9233.0,13386.0,13386.0,13386.0,13386.0,13386.0,13386.0,13386.0,17110.0,17110.0,17110.0,17110.0,17110.0,17110.0,17110.0,19470.0,19470.0,19470.0,19470.0,19470.0,19470.0,19470.0,21060.0,21060.0,21060.0,21060.0,21060.0,21060.0,21060.0
Malaysia,388.0,1241.0,1241.0,1321.0,1321.0,1321.0,1487.0,1487.0,1487.0,1608.0,1830.0,1830.0,1995.0,2108.0,2766.0,2967.0,3102.0,3197.0,3295.0,3349.0,3452.0,3542.0,3663.0,3762.0,3862.0,3957.0,4032.0,4087.0,4171.0,4210.0,4326.0,4413.0,4484.0,4567.0,4702.0,4776.0,4864.0,4929.0,5025.0,5113.0,5223.0,5281.0,5351.0,5439.0,5512.0,5571.0,5615.0,5646.0,5706.0,5796.0,5859.0,5912.0,5945.0,5979.0,6041.0,6083.0
Denmark,1.0,1378.0,1378.0,1491.0,1491.0,1491.0,1491.0,1491.0,1491.0,1736.0,1736.0,1773.0,1773.0,1955.0,2748.0,3023.0,3389.0,3847.0,4141.0,4312.0,4700.0,5087.0,5384.0,5526.0,5669.0,5805.0,5959.0,6121.0,6366.0,6546.0,6729.0,6889.0,6987.0,7088.0,7296.0,7493.0,7711.0,7927.0,8093.0,8217.0,8328.0,8580.0,8663.0,8805.0,8959.0,9107.0,9227.0,9301.0,9416.0,9536.0,9643.0,9764.0,9836.0,9900.0,9964.0,10044.0
Chile,75.0,728.0,728.0,728.0,898.0,898.0,898.0,898.0,898.0,1274.0,1274.0,1274.0,1571.0,1864.0,2937.0,3299.0,3621.0,4035.0,4338.0,4676.0,4969.0,5386.0,5804.0,6327.0,6746.0,7024.0,7327.0,7710.0,8057.0,8580.0,9018.0,9572.0,10041.0,10415.0,10710.0,11189.0,11664.0,12160.0,12667.0,13112.0,13605.0,14125.0,14865.0,15655.0,16614.0,18014.0,19213.0,20165.0,21507.0,22504.0,23992.0,25342.0,26546.0,28148.0,29302.0,30915.0
Luxembourg,40.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,526.0,552.0,579.0,601.0,627.0,637.0,670.0,711.0,728.0,3007.0,3088.0,3104.0,3123.0,3123.0,3134.0,3213.0,3213.0,3318.0,3379.0,3405.0,3412.0,3452.0,3505.0,3526.0,3550.0,3586.0,3602.0,3610.0,3629.0,3665.0,3682.0,3699.0,3702.0,3715.0,3718.0,3728.0,3741.0,3748.0,3758.0,3767.0,3781.0,3783.0
Ecuador,3.0,100.0,100.0,100.0,100.0,140.0,140.0,140.0,140.0,140.0,339.0,339.0,368.0,411.0,780.0,838.0,838.0,1008.0,1061.0,1150.0,1207.0,1262.0,1328.0,1366.0,1366.0,1366.0,1557.0,1557.0,1557.0,1558.0,1913.0,2132.0,3300.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3457.0,3557.0,3557.0,3557.0,3557.0,3560.0,18003.0,18003.0
Japan,424.0,575.0,575.0,592.0,592.0,622.0,622.0,622.0,622.0,632.0,685.0,685.0,762.0,762.0,901.0,935.0,935.0,1069.0,1159.0,1239.0,1356.0,1424.0,1494.0,1530.0,1656.0,1809.0,1899.0,1899.0,2368.0,2460.0,2975.0,3205.0,3981.0,4156.0,4496.0,4496.0,4918.0,5146.0,5906.0,8127.0,8293.0,8531.0,8920.0,9868.0,10338.0,10338.0,11153.0,11564.0,11564.0,12286.0,12672.0,13005.0,13244.0,13413.0,13612.0,13810.0
Poland,7.0,162.0,162.0,191.0,191.0,191.0,191.0,191.0,191.0,284.0,318.0,318.0,375.0,375.0,774.0,866.0,981.0,1040.0,1133.0,1297.0,1513.0,1740.0,1944.0,2126.0,2265.0,2466.0,2655.0,3025.0,3236.0,3236.0,3491.0,3762.0,4095.0,4280.0,4655.0,4862.0,5184.0,5437.0,5698.0,5816.0,6131.0,6410.0,6696.0,6918.0,7175.0,7451.0,7628.0,7903.0,8183.0,8452.0,8731.0,8977.0,9194.0,9276.0,10020.0,10330.0
Romania,206.0,406.0,406.0,460.0,460.0,460.0,460.0,528.0,528.0,647.0,729.0,729.0,758.0,852.0,1357.0,1508.0,1730.0,1892.0,2017.0,2153.0,2406.0,2478.0,2817.0,2890.0,3054.0,3141.0,3404.0,3569.0,4017.0,4328.0,4547.0,4869.0,5269.0,5454.0,5788.0,6144.0,6423.0,6912.0,7051.0,7051.0,7685.0,7961.0,9053.0,9370.0,9574.0,9890.0,9930.0,10166.0,10356.0,10581.0,10777.0,11187.0,11399.0,11630.0,11874.0,12162.0
Pakistan,29.0,257.0,259.0,429.0,429.0,467.0,467.0,467.0,467.0,572.0,727.0,727.0,762.0,1026.0,1645.0,1765.0,1832.0,1868.0,1970.0,2066.0,2156.0,2337.0,2527.0,2755.0,2866.0,3029.0,3233.0,3425.0,4052.0,4315.0,4715.0,4817.0,5590.0,5782.0,6217.0,6464.0,7530.0,7756.0,8023.0,8212.0,8555.0,8812.0,9695.0,10155.0,10880.0,11341.0,11922.0,12489.0,13101.0,14155.0,15201.0,16653.0,17198.0,17482.0,18314.0,19142.0
Russia,64.0,406.0,406.0,494.0,494.0,580.0,580.0,580.0,580.0,698.0,795.0,795.0,1045.0,1291.0,2304.0,2590.0,3057.0,3291.0,3446.0,3873.0,4420.0,4891.0,5568.0,6250.0,6767.0,7346.0,8456.0,10286.0,11619.0,13220.0,15013.0,16639.0,18095.0,19865.0,21327.0,23803.0,26608.0,31916.0,34306.0,39801.0,43512.0,48003.0,53530.0,58226.0,63166.0,67373.0,70209.0,76130.0,85392.0,92681.0,99825.0,107936.0,113299.0,118798.0,131129.0,142208.0
Philippines,42.0,73.0,73.0,84.0,84.0,96.0,96.0,96.0,96.0,124.0,140.0,140.0,157.0,197.0,435.0,487.0,516.0,572.0,613.0,654.0,693.0,722.0,762.0,792.0,862.0,932.0,975.0,1023.0,1043.0,1084.0,1124.0,1214.0,1315.0,1408.0,1506.0,1618.0,1734.0,1842.0,1924.0,1999.0,2106.0,2251.0,2337.0,2460.0,2561.0,2635.0,2729.0,2843.0,2932.0,3000.0,3092.0,3177.0,3249.0,3323.0,3412.0,3506.0
Thailand,97.0,793.0,793.0,824.0,888.0,888.0,888.0,888.0,888.0,940.0,1013.0,1013.0,1135.0,1218.0,1593.0,1689.0,1787.0,1928.0,1999.0,2108.0,2352.0,2430.0,2490.0,2547.0,2594.0,2609.0,2652.0,2665.0,2684.0,2719.0,2732.0,2739.0,2740.0,2747.0,2761.0,2772.0,2784.0,2787.0,2794.0,2796.0,2798.0,2844.0,2850.0,2854.0,2855.0,2856.0,2857.0,2857.0,2888.0,2897.0,2910.0,2916.0,2921.0,2928.0,2929.0,2931.0
Saudi Arabia,66.0,551.0,551.0,615.0,615.0,615.0,615.0,615.0,615.0,666.0,666.0,685.0,685.0,720.0,931.0,990.0,1049.0,1329.0,1398.0,1490.0,1640.0,1812.0,1925.0,2049.0,2215.0,2357.0,2531.0,2784.0,2953.0,3163.0,3555.0,3765.0,4134.0,4476.0,5431.0,6783.0,7798.0,9120.0,10144.0,11457.0,12737.0,15257.0,17622.0,19051.0,21869.0,23666.0,25722.0,28748.0,31634.0,33478.0,36040.0,39003.0,41236.0,43520.0,45668.0,48450.0
Indonesia,64.0,192.0,192.0,204.0,204.0,222.0,222.0,222.0,222.0,252.0,282.0,282.0,286.0,359.0,548.0,607.0,631.0,686.0,747.0,842.0,913.0,960.0,1002.0,1042.0,1107.0,1151.0,1254.0,1391.0,1522.0,1591.0,1665.0,1876.0,1954.0,2197.0,2317.0,2381.0,2494.0,2607.0,2698.0,2881.0,3063.0,3287.0,3518.0,3803.0,3911.0,4129.0,4324.0,4467.0,4575.0,4838.0,5057.0,5249.0,5402.0,5642.0,5877.0,6057.0
South Africa,31.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,410.0,410.0,410.0,410.0,903.0,903.0,903.0,903.0,1055.0,1055.0,1055.0,1473.0,1473.0,1473.0,1473.0,1473.0,2073.0,2073.0,2073.0,2382.0,2549.0,2549.0,2746.0,2746.0,3153.0,3153.0,3153.0,3983.0,4173.0,4357.0,4357.0,4745.0,5676.0,6083.0,6478.0,7006.0,7298.0,7960.0,8950.0,8950.0,10104.0,10104.0,11100.0,11917.0,12741.0
Finland,10.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,1700.0,1700.0,1700.0,1700.0,2000.0,2000.0,2000.0,2000.0,2500.0,2500.0,2500.0,2500.0,2800.0,2800.0,3000.0,3000.0,3000.0,3000.0,3500.0,3500.0,3500.0,3500.0,4000.0,4000.0,4000.0,4000.0,4300.0,4300.0,4300.0,5000.0,5000.0,5000.0,5000.0,5000.0,4800.0,4800.0,4800.0,4800.0,4800.0,5100.0,5100.0
Greece,52.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0
India,95.0,328.0,375.0,382.0,421.0,468.0,468.0,468.0,468.0,569.0,635.0,641.0,774.0,972.0,1513.0,1777.0,2045.0,2466.0,2854.0,3273.0,3976.0,4376.0,5012.0,5498.0,5939.0,6523.0,7137.0,7747.0,8437.0,9068.0,10007.0,10819.0,11782.0,12849.0,14183.0,15331.0,16867.0,17897.0,19358.0,21130.0,23033.0,24887.0,26675.0,28086.0,30773.0,34581.0,36824.0,39233.0,42309.0,45422.0,48957.0,51824.0,54729.0,57976.0,61151.0,64729.0
Iceland,135.0,460.0,460.0,559.0,559.0,559.0,559.0,559.0,559.0,633.0,688.0,751.0,751.0,841.0,1077.0,1144.0,1224.0,1291.0,1291.0,1362.0,1417.0,1462.0,1509.0,1542.0,1570.0,1608.0,1624.0,1636.0,1656.0,1670.0,1689.0,1706.0,1717.0,1723.0,1733.0,1750.0,1755.0,1765.0,1773.0,1773.0,1773.0,1776.0,1780.0,1780.0,1782.0,1786.0,1786.0,1786.0,1789.0,1789.0,1790.0,1791.0,1791.0,1791.0,1791.0,1792.0
Panama,4.0,13.0,13.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,23.0,75.0,98.0,122.0,140.0,165.0,204.0,231.0,255.0,271.0,319.0,338.0,369.0,455.0,484.0,527.0,576.0,622.0,641.0,641.0,726.0,823.0,859.0,886.0,886.0,4501.0,4687.0,4687.0,6021.0,6067.0,6080.0,6080.0,6080.0,6081.0,6081.0,6194.0,6194.0,6245.0,6275.0,6279.0,6279.0,6279.0,6379.0
Dominican Republic,3.0,33.0,33.0,33.0,33.0,36.0,36.0,36.0,36.0,50.0,80.0,80.0,98.0,108.0,208.0,215.0,268.0,312.0,363.0,416.0,463.0,581.0,674.0,763.0,822.0,910.0,993.0,1165.0,1228.0,1301.0,1387.0,1481.0,1606.0,1771.0,1905.0,1960.0,2064.0,2286.0,2584.0,2763.0,2870.0,3221.0,3221.0,3351.0,3557.0,3726.0,5847.0,6613.0,6613.0,7142.0,7366.0,7572.0,7854.0,8133.0,8285.0,8534.0
Peru,16.0,989.0,997.0,997.0,997.0,1301.0,1301.0,1301.0,1301.0,1333.0,1438.0,1438.0,1569.0,1739.0,3108.0,6120.0,6541.0,6684.0,6811.0,6968.0,6982.0,7027.0,7422.0,7496.0,7797.0,8088.0,8425.0,9179.0,10037.0,10405.0,11129.0,12434.0,13550.0,14427.0,15413.0,17527.0,18388.0,19012.0,20246.0,21349.0,22406.0,23324.0,24324.0,25151.0,27147.0,28272.0,28621.0,30306.0,36524.0,41968.0,43587.0,44848.0,47915.0,49795.0,50949.0,52906.0
Mexico,4.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,1772.0,2125.0,2125.0,2125.0,2627.0,2627.0,2627.0,2627.0,2627.0,2627.0,7149.0,7149.0,8354.0,9086.0,11423.0,11423.0,11423.0,12377.0,13447.0,13447.0,15938.0,16810.0,17781.0,17781.0,20314.0,21824.0,23100.0,23100.0,25935.0,26990.0,28475.0,30451.0,31848.0,33329.0,35388.0,37325.0,38876.0,40657.0,42725.0,44919.0,47424.0,49890.0,52219.0
Singapore,212.0,320.0,344.0,344.0,377.0,377.0,377.0,377.0,377.0,406.0,460.0,492.0,492.0,528.0,652.0,683.0,708.0,740.0,768.0,801.0,839.0,896.0,924.0,956.0,1002.0,1060.0,1095.0,1128.0,1188.0,1244.0,1268.0,1347.0,1408.0,1457.0,1519.0,1634.0,1712.0,2040.0,2296.0,2721.0,3225.0,3851.0,4809.0,5973.0,7248.0,8342.0,9340.0,9835.0,10365.0,11207.0,12117.0,12995.0,13882.0,14876.0,15738.0,16444.0
Argentina,91.0,325.0,325.0,338.0,338.0,338.0,338.0,338.0,338.0,358.0,365.0,365.0,375.0,440.0,596.0,631.0,666.0,685.0,709.0,737.0,840.0,872.0,919.0,976.0,1030.0,1107.0,1140.0,1162.0,1192.0,1256.0,1292.0,1320.0,1354.0,1442.0,1472.0,1524.0,1601.0,1659.0,1728.0,1757.0,1837.0,1862.0,2266.0,2385.0,2497.0,2534.0,2569.0,2625.0,2872.0,2933.0,3032.0,3062.0,3530.0,3732.0,3999.0,4167.0
Serbia,42.0,54.0,54.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,400.0,443.0,534.0,637.0,753.0,870.0,977.0,1025.0,1063.0,1094.0,1152.0,1182.0,1209.0,1260.0,1292.0,1343.0,1379.0,1426.0,1551.0,1574.0,1723.0,1971.0,2160.0,2453.0,2732.0,3006.0,3290.0,3600.0,3824.0,4084.0,4301.0,4479.0,4713.0,4799.0,4904.0,5067.0,5370.0,5541.0,5699.0,5857.0,5920.0,6067.0
Slovenia,10.0,102.0,102.0,102.0,102.0,102.0,120.0,120.0,120.0,128.0,137.0,137.0,148.0,150.0,165.0,174.0,174.0,190.0,193.0,193.0,205.0,211.0,211.0,219.0,219.0,221.0,223.0,230.0,1091.0,233.0,233.0,241.0,241.0,241.0,246.0,247.0,247.0,255.0,255.0,256.0,259.0,259.0,267.0,270.0,270.0,272.0,273.0,1335.0,1340.0,1340.0,1340.0,1340.0,1340.0,1340.0,1346.0,1354.0
Croatia,52.0,130.0,130.0,167.0,167.0,167.0,167.0,167.0,167.0,219.0,219.0,231.0,231.0,323.0,473.0,529.0,600.0,615.0,709.0,771.0,801.0,869.0,883.0,982.0,1034.0,1103.0,1166.0,1232.0,1288.0,1348.0,1421.0,1463.0,1489.0,1522.0,1560.0,1601.0,1641.0,1689.0,1726.0,1764.0,1784.0,1808.0,1834.0,1850.0,1869.0,1913.0,1936.0,1946.0,1967.0,1978.0,1978.0,2011.0,2023.0,2027.0,2035.0,2046.0
