Country,2020/03/30 12:00:00,2020/04/06 17:24:01,2020/04/06 20:46:16,2020/04/07 15:34:17,2020/04/07 20:50:58,2020/04/08 08:52:04,2020/04/08 09:16:27,2020/04/08 10:08:06,2020/04/08 10:12:31,2020/04/09 13:57:23,2020/04/10 10:13:21,2020/04/10 16:03:43,2020/04/11 10:14:07,2020/04/12 10:14:59,2020/04/16 12:26:48,2020/04/17 10:18:45,2020/04/18 10:19:16,2020/04/19 10:20:04,2020/04/20 10:20:53,2020/04/21 10:21:13,2020/04/22 10:21:19,2020/04/23 10:21:37,2020/04/24 10:21:55,2020/04/25 10:22:32,2020/04/26 10:22:43,2020/04/27 10:23:05,2020/04/28 10:23:16,2020/04/29 10:23:43,2020/04/30 10:24:24,2020/05/01 10:24:46,2020/05/02 10:24:51,2020/05/03 10:24:55,2020/05/04 10:25:42,2020/05/05 10:25:33,2020/05/06 10:26:04,2020/05/07 10:26:50,2020/05/08 10:27:44,2020/05/09 10:28:06,2020/05/10 10:28:51,2020/05/11 10:29:44,2020/05/12 10:29:49,2020/05/13 10:30:19,2020/05/14 10:30:49,2020/05/15 10:30:52,2020/05/16 10:31:37,2020/05/17 10:32:03,2020/05/18 10:32:10,2020/05/19 10:33:05,2020/05/20 10:33:11,2020/05/21 10:33:38,2020/05/22 10:33:43,2020/05/23 10:34:25,2020/05/24 10:34:25,2020/05/25 10:34:32,2020/05/26 10:35:20,2020/05/27 10:36:03
Channel Islands,,27.0,27.0,34.0,34.0,34.0,34.0,34.0,34.0,38.0,40.0,40.0,40.0,48.0,69.0,73.0,73.0,73.0,73.0,73.0,256.0,285.0,295.0,295.0,332.0,332.0,352.0,352.0,386.0,386.0,406.0,406.0,406.0,406.0,406.0,429.0,430.0,447.0,447.0,447.0,452.0,455.0,456.0,456.0,457.0,458.0,458.0,475.0,479.0,492.0,508.0,508.0,508.0,517.0,517.0,512.0
Mauritius,,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,19.0,23.0,23.0,23.0,28.0,65.0,81.0,108.0,180.0,208.0,224.0,243.0,261.0,266.0,285.0,295.0,299.0,302.0,303.0,306.0,310.0,312.0,314.0,315.0,316.0,319.0,320.0,320.0,320.0,320.0,320.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0
Guadeloupe,17.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,43.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,73.0,73.0,73.0,73.0,76.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,95.0,95.0,95.0,95.0,98.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,115.0,115.0,115.0,115.0,115.0
Cambodia,21.0,53.0,53.0,58.0,58.0,63.0,63.0,63.0,63.0,63.0,72.0,72.0,75.0,77.0,98.0,98.0,103.0,105.0,107.0,110.0,110.0,110.0,110.0,117.0,117.0,119.0,119.0,119.0,119.0,119.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,121.0,121.0,121.0,121.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0
Belarus,32.0,53.0,53.0,53.0,54.0,77.0,77.0,77.0,77.0,77.0,139.0,169.0,172.0,203.0,203.0,342.0,342.0,342.0,494.0,514.0,769.0,769.0,938.0,1573.0,1695.0,1740.0,1993.0,1993.0,2072.0,2918.0,3117.0,3117.0,3259.0,3259.0,4388.0,4388.0,5067.0,5484.0,6050.0,6531.0,6531.0,6974.0,7711.0,8168.0,8807.0,9498.0,9932.0,10620.0,10620.0,12057.0,12833.0,13528.0,14155.0,14155.0,15086.0,15923.0
Martinique,,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,77.0,77.0,77.0,77.0,77.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
Georgia,18.0,39.0,39.0,39.0,46.0,48.0,48.0,48.0,48.0,50.0,52.0,54.0,54.0,63.0,74.0,79.0,84.0,86.0,93.0,95.0,98.0,107.0,114.0,132.0,139.0,149.0,156.0,168.0,178.0,184.0,207.0,215.0,223.0,240.0,269.0,275.0,288.0,297.0,309.0,317.0,349.0,372.0,383.0,393.0,419.0,425.0,432.0,456.0,475.0,485.0,495.0,509.0,522.0,526.0,537.0,557.0
Montenegro,,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,55.0,55.0,55.0,55.0,55.0,90.0,101.0,116.0,123.0,123.0,153.0,153.0,189.0,199.0,206.0,219.0,240.0,249.0,249.0,253.0,261.0,265.0,266.0,267.0,274.0,290.0,294.0,298.0,307.0,309.0,311.0,311.0,311.0,311.0,312.0,314.0,314.0,314.0,314.0,315.0,315.0,315.0
Kyrgyzstan,,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,35.0,35.0,35.0,44.0,44.0,91.0,114.0,130.0,133.0,201.0,216.0,254.0,302.0,322.0,345.0,370.0,395.0,416.0,437.0,462.0,504.0,527.0,564.0,575.0,600.0,614.0,637.0,650.0,658.0,675.0,688.0,709.0,726.0,735.0,745.0,783.0,804.0,827.0,898.0,910.0,923.0,939.0,957.0,980.0,992.0,1015.0,1043.0
DRC,2.0,3.0,5.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0,13.0,13.0,16.0,16.0,23.0,25.0,26.0,26.0,27.0,35.0,45.0,45.0,48.0,49.0,50.0,50.0,56.0,59.0,65.0,73.0,75.0,75.0,80.0,80.0,92.0,103.0,119.0,130.0,130.0,136.0,141.0,146.0,148.0,212.0,229.0,270.0,270.0,272.0,302.0,303.0,303.0,312.0,312.0,317.0,340.0,365.0
Bolivia,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0,26.0,31.0,31.0,31.0,37.0,44.0,44.0,44.0,54.0,54.0,80.0,98.0,110.0,117.0,132.0,134.0,159.0,166.0,174.0,187.0,198.0,219.0,237.0,258.0,273.0,299.0,313.0,339.0,356.0,434.0,473.0,493.0,503.0,533.0,553.0,561.0,575.0,609.0,629.0,647.0,677.0
Trinidad and Tobago,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,12.0,20.0,20.0,20.0,21.0,21.0,26.0,28.0,37.0,48.0,48.0,53.0,58.0,59.0,59.0,72.0,73.0,83.0,88.0,93.0,102.0,103.0,103.0,103.0,103.0,104.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,108.0,108.0,108.0,108.0,108.0,108.0
Rwanda,,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,18.0,54.0,60.0,65.0,69.0,76.0,80.0,84.0,84.0,87.0,87.0,88.0,92.0,93.0,95.0,98.0,104.0,109.0,120.0,124.0,128.0,129.0,130.0,133.0,136.0,140.0,140.0,150.0,153.0,164.0,168.0,177.0,178.0,197.0,203.0,209.0,216.0,217.0,222.0,227.0,237.0,238.0,244.0
Gibraltar,14.0,52.0,52.0,52.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,69.0,84.0,104.0,105.0,105.0,111.0,120.0,120.0,120.0,127.0,129.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,132.0,132.0,133.0,133.0,136.0,141.0,142.0,143.0,143.0,143.0,144.0,144.0,144.0,144.0,145.0,145.0,145.0,145.0,145.0,146.0,147.0,147.0,147.0,147.0,147.0
Mayotte,,14.0,14.0,15.0,15.0,22.0,22.0,22.0,22.0,22.0,26.0,50.0,50.0,59.0,69.0,69.0,117.0,117.0,117.0,117.0,117.0,125.0,125.0,144.0,144.0,144.0,144.0,235.0,235.0,235.0,235.0,235.0,235.0,352.0,352.0,352.0,352.0,352.0,492.0,492.0,492.0,492.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0
Paraguay,1.0,12.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,18.0,18.0,18.0,18.0,22.0,30.0,30.0,35.0,41.0,46.0,53.0,62.0,62.0,70.0,78.0,85.0,85.0,95.0,102.0,111.0,113.0,115.0,119.0,126.0,130.0,135.0,142.0,148.0,152.0,155.0,165.0,170.0,173.0,182.0,184.0,193.0,198.0,202.0,219.0,230.0,242.0,256.0,264.0,298.0,307.0,344.0,382.0
Liechtenstein,,,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
Aruba,1.0,1.0,2.0,2.0,14.0,14.0,14.0,14.0,14.0,14.0,20.0,20.0,27.0,29.0,39.0,39.0,43.0,44.0,49.0,51.0,51.0,68.0,68.0,69.0,69.0,73.0,73.0,73.0,73.0,79.0,81.0,81.0,81.0,81.0,82.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,91.0,93.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0
Bangladesh,15.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,36.0,39.0,49.0,58.0,66.0,75.0,85.0,87.0,92.0,108.0,112.0,112.0,122.0,131.0,139.0,150.0,160.0,174.0,177.0,177.0,1209.0,1403.0,1403.0,1910.0,1910.0,2414.0,2414.0,2902.0,3147.0,3361.0,3361.0,3882.0,4117.0,4373.0,4585.0,4993.0,5207.0,5602.0,6190.0,6486.0,6901.0,7334.0,7579.0,7925.0
Monaco,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,12.0,12.0,20.0,22.0,22.0,23.0,26.0,26.0,35.0,41.0,42.0,42.0,42.0,50.0,58.0,64.0,73.0,78.0,78.0,78.0,81.0,82.0,82.0,82.0,82.0,82.0,85.0,85.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
French Guiana,6.0,27.0,27.0,34.0,34.0,34.0,34.0,34.0,34.0,43.0,43.0,43.0,43.0,51.0,51.0,61.0,61.0,64.0,69.0,76.0,83.0,84.0,84.0,87.0,87.0,87.0,91.0,93.0,93.0,94.0,98.0,98.0,98.0,100.0,111.0,112.0,112.0,119.0,122.0,122.0,122.0,124.0,124.0,124.0,124.0,125.0,125.0,131.0,136.0,136.0,137.0,141.0,143.0,145.0,146.0,146.0
Kenya,1.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,22.0,22.0,24.0,53.0,53.0,53.0,60.0,67.0,69.0,74.0,83.0,89.0,94.0,98.0,106.0,114.0,124.0,129.0,144.0,150.0,152.0,167.0,173.0,182.0,190.0,197.0,202.0,207.0,239.0,251.0,259.0,281.0,284.0,284.0,301.0,313.0,336.0,358.0,366.0,375.0,380.0,380.0,383.0,402.0,405.0
Isle of Man,,,55.0,73.0,73.0,73.0,80.0,80.0,80.0,88.0,92.0,103.0,103.0,112.0,153.0,168.0,169.0,180.0,193.0,200.0,209.0,212.0,221.0,230.0,243.0,247.0,248.0,252.0,258.0,260.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,272.0,274.0,285.0,285.0,285.0,285.0,296.0,300.0,302.0,303.0,303.0,303.0,303.0,305.0,306.0
Madagascar,,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,11.0,11.0,11.0,11.0,11.0,29.0,33.0,33.0,35.0,39.0,41.0,44.0,52.0,58.0,61.0,62.0,71.0,75.0,82.0,90.0,92.0,94.0,97.0,98.0,99.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,107.0,108.0,112.0,114.0,114.0,119.0,119.0,131.0,131.0,138.0,138.0,142.0,147.0,147.0
Macao,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,16.0,16.0,16.0,16.0,17.0,24.0,24.0,26.0,27.0,27.0,31.0,31.0,32.0,32.0,35.0,37.0,37.0,37.0,39.0,39.0,39.0,40.0,40.0,40.0,40.0,40.0,42.0,42.0,43.0,43.0,43.0,43.0,43.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
Guatemala,10.0,15.0,15.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,19.0,19.0,19.0,21.0,21.0,21.0,21.0,24.0,24.0,25.0,30.0,30.0,45.0,49.0,49.0,62.0,65.0,66.0,72.0,72.0,72.0,79.0,79.0,86.0,90.0,101.0,104.0,110.0,111.0,120.0,121.0,129.0,135.0,138.0,138.0,139.0,155.0,159.0,222.0,222.0,244.0,258.0,274.0,289.0
Barbados,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,11.0,11.0,11.0,11.0,15.0,15.0,15.0,17.0,19.0,23.0,25.0,27.0,30.0,31.0,31.0,39.0,39.0,39.0,39.0,39.0,39.0,44.0,44.0,46.0,47.0,47.0,53.0,53.0,57.0,57.0,57.0,57.0,65.0,65.0,65.0,67.0,68.0,68.0,68.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0
Uganda,,,,,,,,,,,,,,4.0,12.0,20.0,20.0,22.0,28.0,38.0,41.0,46.0,46.0,46.0,46.0,46.0,47.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,63.0,63.0,63.0,63.0,63.0,65.0,65.0,66.0,68.0,68.0,68.0,69.0,69.0
Jamaica,2.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,13.0,13.0,13.0,13.0,21.0,21.0,25.0,25.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,31.0,33.0,38.0,49.0,56.0,57.0,58.0,62.0,78.0,90.0,90.0,100.0,113.0,118.0,121.0,121.0,127.0,131.0,145.0,171.0,181.0,191.0,200.0,211.0,238.0,267.0
French Polynesia,,,,,,,,,,,,,,,,,2.0,2.0,2.0,19.0,35.0,36.0,36.0,41.0,41.0,43.0,49.0,49.0,50.0,50.0,51.0,51.0,51.0,53.0,54.0,55.0,56.0,56.0,56.0,56.0,56.0,58.0,58.0,59.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
Zambia,,3.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,24.0,25.0,25.0,28.0,30.0,30.0,30.0,33.0,33.0,35.0,35.0,35.0,37.0,37.0,37.0,42.0,42.0,42.0,54.0,55.0,74.0,78.0,78.0,78.0,92.0,101.0,103.0,111.0,112.0,117.0,117.0,117.0,124.0,124.0,152.0,183.0,188.0,192.0,197.0,197.0,302.0,336.0,336.0,336.0,336.0,336.0
Togo,1.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,25.0,25.0,25.0,35.0,45.0,48.0,49.0,52.0,53.0,56.0,56.0,59.0,59.0,62.0,62.0,62.0,63.0,64.0,65.0,66.0,66.0,67.0,74.0,74.0,77.0,85.0,85.0,87.0,89.0,89.0,92.0,96.0,96.0,96.0,99.0,104.0,106.0,107.0,110.0,118.0,121.0,133.0,141.0,161.0,177.0
El Salvador,,2.0,5.0,5.0,5.0,9.0,9.0,9.0,9.0,10.0,15.0,15.0,19.0,21.0,33.0,33.0,43.0,44.0,46.0,48.0,63.0,67.0,72.0,75.0,83.0,89.0,97.0,106.0,118.0,124.0,138.0,154.0,180.0,201.0,219.0,245.0,257.0,276.0,293.0,325.0,349.0,374.0,405.0,416.0,441.0,462.0,474.0,502.0,531.0,540.0,562.0,570.0,575.0,698.0,787.0,873.0
Bermuda,2.0,14.0,14.0,17.0,17.0,17.0,17.0,17.0,17.0,23.0,25.0,25.0,25.0,28.0,33.0,35.0,35.0,35.0,35.0,37.0,39.0,39.0,39.0,39.0,39.0,39.0,44.0,44.0,48.0,48.0,48.0,51.0,51.0,54.0,54.0,59.0,61.0,61.0,64.0,64.0,66.0,66.0,66.0,66.0,66.0,73.0,73.0,77.0,78.0,80.0,80.0,81.0,81.0,81.0,89.0,91.0
Ethiopia,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,15.0,15.0,16.0,16.0,16.0,16.0,21.0,21.0,25.0,25.0,41.0,50.0,50.0,50.0,59.0,66.0,69.0,75.0,75.0,91.0,93.0,93.0,95.0,97.0,99.0,105.0,106.0,108.0,108.0,112.0,112.0,113.0,113.0,120.0,122.0,123.0,123.0,128.0,151.0,152.0,159.0,181.0
Congo,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,11.0,11.0,11.0,11.0,11.0,16.0,16.0,16.0,16.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,25.0,25.0,25.0,26.0,26.0,30.0,33.0,33.0,33.0,33.0,53.0,53.0,53.0,87.0,87.0,87.0,87.0,110.0,132.0,132.0,137.0,137.0,147.0,147.0,147.0,147.0
Mali,,1.0,1.0,9.0,12.0,12.0,12.0,12.0,12.0,16.0,22.0,22.0,22.0,22.0,34.0,34.0,34.0,41.0,42.0,56.0,57.0,73.0,77.0,87.0,91.0,112.0,113.0,122.0,129.0,135.0,196.0,206.0,213.0,223.0,228.0,261.0,271.0,285.0,298.0,351.0,377.0,398.0,412.0,436.0,455.0,479.0,494.0,512.0,529.0,543.0,558.0,560.0,574.0,597.0,604.0,617.0
Niger,,13.0,13.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,40.0,40.0,41.0,41.0,90.0,105.0,110.0,113.0,117.0,124.0,127.0,193.0,256.0,289.0,325.0,350.0,385.0,403.0,435.0,452.0,478.0,507.0,518.0,534.0,543.0,561.0,586.0,600.0,617.0,624.0,637.0,648.0,658.0,677.0,684.0,689.0,698.0,714.0,734.0,738.0,753.0,764.0,775.0,783.0,786.0,796.0
Djibouti,,9.0,9.0,9.0,9.0,9.0,9.0,18.0,18.0,25.0,28.0,36.0,36.0,36.0,71.0,73.0,76.0,76.0,102.0,102.0,112.0,183.0,252.0,330.0,373.0,411.0,477.0,498.0,599.0,642.0,672.0,686.0,686.0,713.0,745.0,755.0,799.0,824.0,834.0,847.0,872.0,886.0,900.0,905.0,935.0,950.0,972.0,1018.0,1033.0,1052.0,1055.0,1064.0,1064.0,1064.0,1079.0,1079.0
Maldives,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,17.0,20.0,20.0,20.0,20.0,29.0,29.0,29.0,29.0,40.0,45.0,49.0,58.0,58.0,80.0,91.0,91.0,91.0,109.0,128.0,144.0,155.0,197.0
Guinea,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,11.0,15.0,17.0,31.0,49.0,59.0,65.0,87.0,122.0,127.0,164.0,170.0,191.0,208.0,208.0,246.0,269.0,313.0,329.0,342.0,405.0,405.0,450.0,498.0,597.0,629.0,663.0,698.0,714.0,714.0,816.0,856.0,895.0,1094.0,1133.0,1133.0,1263.0,1525.0,1525.0,1575.0,1575.0,1631.0,1673.0,1673.0,1673.0
Haiti,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,15.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,29.0,29.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0
New Caledonia,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,15.0,15.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
Bahamas,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,9.0,10.0,11.0,11.0,12.0,12.0,14.0,15.0,15.0,22.0,22.0,23.0,25.0,25.0,24.0,24.0,24.0,25.0,26.0,26.0,26.0,31.0,37.0,37.0,39.0,39.0,41.0,41.0,41.0,42.0,42.0,43.0,43.0,43.0,44.0,44.0,45.0,46.0,46.0,46.0
Tanzania,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,48.0,48.0,48.0,48.0,48.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0
Cayman Islands,,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,30.0,30.0,35.0,41.0,41.0,41.0,47.0,50.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,61.0,61.0,61.0,61.0,63.0
Equatorial Guinea,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,165.0,165.0,165.0,165.0,165.0
Eritrea,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,6.0,6.0,11.0,11.0,13.0,13.0,13.0,19.0,19.0,26.0,26.0,26.0,26.0,26.0,30.0,30.0,30.0,37.0,37.0,37.0,38.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
Mongolia,,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,15.0,15.0,15.0,20.0,20.0,21.0,24.0,26.0,26.0,26.0,28.0,30.0,32.0,33.0,37.0,43.0
Dominica,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
Namibia,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,11.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Saint Martin,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,11.0,11.0,11.0,13.0,13.0,13.0,19.0,19.0,19.0,19.0,19.0,20.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,27.0,27.0,27.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
Greenland,2.0,3.0,4.0,4.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Myanmar,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,7.0,7.0,7.0,9.0,9.0,9.0,10.0,10.0,16.0,16.0,27.0,28.0,31.0,37.0,43.0,49.0,49.0,50.0,62.0,67.0,68.0,72.0,74.0,76.0,79.0,84.0,89.0,96.0,97.0,101.0,104.0,108.0,108.0,116.0,120.0,122.0,123.0,124.0
Syria,,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,11.0,14.0,19.0,21.0,21.0,21.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,37.0,37.0,41.0,41.0,41.0
Grenada,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,10.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0
Saint Lucia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,11.0,11.0,11.0,11.0,11.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
Eswatini,,,,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,27.0,28.0,28.0,48.0,51.0,66.0,72.0,73.0,78.0,87.0,97.0,112.0,119.0,119.0,156.0,158.0,164.0
